SageRef,Rep,Country,Postcode,Latitude,Longitude,Customer,Label,County,Brand,ProductCode,Quantity,Turnover,CostPriceAverage,Profit,Currency,Date,FinancialYear
BLA001,Craig Dunlop,United Kingdom,BT8 8GA,54.51,-5.89,Blackquarter AV,Current Customer,Northern Ireland,Zigen,ZIG-ZHSC-1.0M,5,32.15,3.67,13.80,GBP,12/08/2015, FY 2014/2015 
INN001,Charlotte Herteleer,United Kingdom,RG12 9PT,51.4,-0.74,Innovation Audio Visual,Dead,Buckinghamshire,Backbox,BOX-US-D-PLASTIC,1,6.80,8.00,-1.20,GBP,12/08/2015, FY 2014/2015 
INN001,Charlotte Herteleer,United Kingdom,RG12 9PT,51.4,-0.74,Innovation Audio Visual,Dead,Buckinghamshire,Elan,ELA-G-GSC2,1,699.00,383.33,315.67,GBP,12/08/2015, FY 2014/2015 
INN001,Charlotte Herteleer,United Kingdom,RG12 9PT,51.4,-0.74,Innovation Audio Visual,Dead,Buckinghamshire,Elan,ELA-G-GTP7-W,1,568.93,270.83,298.10,GBP,12/08/2015, FY 2014/2015 
VER001,Kris Stevenson,United Kingdom,B77 4DP,52.62,-1.65,Veritais,Previous Customer,Staffordshire,Niles,NIL-DBI-2,1,147.58,105.60,41.98,GBP,12/08/2015, FY 2014/2015 
HOM006,Danielle Campbell,United Kingdom,RH7 6HN,51.15,-0.06,HomeTech Europe LTD,Current Customer,Surrey,Elan,ELA-G-S86A,1,967.07,630.00,337.07,GBP,10/08/2015, FY 2014/2015 
HOM006,Danielle Campbell,United Kingdom,RH7 6HN,51.15,-0.06,HomeTech Europe LTD,Current Customer,Surrey,Elan,ELA-G-TS2,3,860.76,166.73,360.57,GBP,10/08/2015, FY 2014/2015 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Elan,ELA-G-GSC10,1,1199.00,716.66,482.34,GBP,10/08/2015, FY 2014/2015 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Elan,ELA-G-GVSL,1,306.79,204.00,102.79,GBP,10/08/2015, FY 2014/2015 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Niles,NIL-NHR200,5,1750.00,208.33,708.35,GBP,10/08/2015, FY 2014/2015 
LUM001,Kris Stevenson,United Kingdom,WF3 3LU,53.72,-1.5,Lumiere Solutions Ltd,Previous Customer,Yorkshire,Niles,NIL-C5-A2,1,31.93,21.60,10.33,GBP,07/08/2015, FY 2014/2015 
LUM001,Kris Stevenson,United Kingdom,WF3 3LU,53.72,-1.5,Lumiere Solutions Ltd,Previous Customer,Yorkshire,Niles,NIL-CM-7MP,1,72.19,45.60,26.59,GBP,07/08/2015, FY 2014/2015 
UKM001,Danielle Campbell,United Kingdom,W1H 4JS,51.52,-0.16,UK Multi Solutions,Current Customer,Greater London,,ALD-CRI-40,13,108.29,3.45,63.44,GBP,07/08/2015, FY 2014/2015 
BEC001,Craig Dunlop,United Kingdom,BT32 5AD,54.3,-6.28,Flicks,Current Customer,Northern Ireland,Wyrestorm,WYR-EXP-CON-DAC,1,49.99,36.37,13.62,GBP,06/08/2015, FY 2014/2015 
GMS001,Craig Dunlop,United Kingdom,BT66 6NY,54.47,-6.38,GMS Intelligent Systems,Current Customer,Northern Ireland,Elan,ELA-G-LV-D2-2MIV-3.6F,5,599.58,33.33,432.93,GBP,06/08/2015, FY 2014/2015 
GMS001,Craig Dunlop,United Kingdom,BT66 6NY,54.47,-6.38,GMS Intelligent Systems,Current Customer,Northern Ireland,Elan,ELA-G-LV-D4-2MDIV-312,2,370.30,23.33,323.64,GBP,06/08/2015, FY 2014/2015 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Elan,ELA-G-LV-D2-2MIV-3.6F,4,532.96,33.33,399.64,GBP,06/08/2015, FY 2014/2015 
M&E001,Craig Dunlop,United Kingdom,BT51 4RR,55.16,-6.8,M & E Services,Dead,Northern Ireland,Eelectron,EEL-DIM3-1-10,1,249.95,149.97,99.98,GBP,06/08/2015, FY 2014/2015 
M&E001,Craig Dunlop,United Kingdom,BT51 4RR,55.16,-6.8,M & E Services,Dead,Northern Ireland,Eelectron,EEL-MP-WCWX-8CH-TS,7,1011.99,78.40,463.19,GBP,06/08/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Elan,ELA-G-GSC2,1,699.00,383.33,315.67,GBP,06/08/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Elan,ELA-G-GTP7-W,1,568.93,270.83,298.10,GBP,06/08/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Elan,ELA-G-GVSL,1,306.79,204.00,102.79,GBP,06/08/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Niles,NIL-MRC-6430,1,816.66,412.00,404.66,GBP,06/08/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Niles,NIL-SI-250-EXPORT,2,399.00,147.00,105.00,GBP,06/08/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Niles,NIL-MF1VF-BULK,1,120.32,73.20,47.12,GBP,06/08/2015, FY 2014/2015 
COM003,Danielle Campbell,United Kingdom,GU5 9BZ,51.22,-0.5,Complete Home Control Ltd,Current Customer,Surrey,Niles,NIL-GS-4,1,143.69,85.26,58.43,GBP,05/08/2015, FY 2014/2015 
COM003,Danielle Campbell,United Kingdom,GU5 9BZ,51.22,-0.5,Complete Home Control Ltd,Current Customer,Surrey,Niles,NIL-GSS-10,2,503.27,212.40,78.47,GBP,05/08/2015, FY 2014/2015 
COM003,Danielle Campbell,United Kingdom,GU5 9BZ,51.22,-0.5,Complete Home Control Ltd,Current Customer,Surrey,Niles,NIL-OS-5.3-WHITE,1,92.33,78.00,14.33,GBP,05/08/2015, FY 2014/2015 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Elan,ELA-G-SC1,1,80.03,52.80,27.23,GBP,05/08/2015, FY 2014/2015 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Niles,NIL-SI-2100,1,285.54,195.00,90.54,GBP,05/08/2015, FY 2014/2015 
UKM001,Danielle Campbell,United Kingdom,W1H 4JS,51.52,-0.16,UK Multi Solutions,Current Customer,Greater London,,ALD-CRI-40-1,1,6.80,3.91,2.89,GBP,05/08/2015, FY 2014/2015 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Backbox,BOX-US-D-PLASTIC,1,6.80,8.00,-1.20,GBP,03/08/2015, FY 2014/2015 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Elan,ELA-G-GTP7-B,1,568.93,270.83,298.10,GBP,03/08/2015, FY 2014/2015 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Niles,NIL-MRC-6430,1,816.66,412.00,404.66,GBP,03/08/2015, FY 2014/2015 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Wyrestorm,WYR-EXP-CON-DAC,3,149.97,36.37,40.86,GBP,03/08/2015, FY 2014/2015 
BLA001,Craig Dunlop,United Kingdom,BT8 8GA,54.51,-5.89,Blackquarter AV,Current Customer,Northern Ireland,Niles,NIL-CC65,1,53.80,31.20,22.60,GBP,03/08/2015, FY 2014/2015 
BLA001,Craig Dunlop,United Kingdom,BT8 8GA,54.51,-5.89,Blackquarter AV,Current Customer,Northern Ireland,Yamaha,YAM-YSP2500,1,554.00,443.20,110.80,GBP,03/08/2015, FY 2014/2015 
DAT001,Dan Goudy,United Kingdom,GU10 4QE,51.2,-0.82,Datatel Media Communications Ltd / TA Smarthomes Ltd,Current Customer,Surrey,Niles,NIL-CM-7BG,1,48.13,24.53,23.60,GBP,03/08/2015, FY 2014/2015 
DAT001,Dan Goudy,United Kingdom,GU10 4QE,51.2,-0.82,Datatel Media Communications Ltd / TA Smarthomes Ltd,Current Customer,Surrey,Niles,NIL-CM-7BG,3,144.39,24.53,70.80,GBP,03/08/2015, FY 2014/2015 
EDG001,Craig Dunlop,United Kingdom,BT79 7YG,54.61,-7.27,Edge,Current Customer,Northern Ireland,Wyrestorm,WYR-EX-40,1,105.00,76.07,28.93,GBP,03/08/2015, FY 2014/2015 
EVO001,Dan Goudy,United Kingdom,SM3 8LP,51.37,-0.22,Evolution Data and Communications LTD,Prospect,Staffordshire,Niles,NIL-CM-7FX,1,149.01,94.20,54.81,GBP,31/07/2015, FY 2014/2015 
EVO001,Dan Goudy,United Kingdom,SM3 8LP,51.37,-0.22,Evolution Data and Communications LTD,Prospect,Staffordshire,Niles,NIL-CM-7HD,2,212.88,68.40,76.08,GBP,31/07/2015, FY 2014/2015 
FLI001,Craig Dunlop,United Kingdom,BT19 7TA,54.64,-5.67,Flicks,Current Customer,Northern Ireland,Wyrestorm,WYR-SP-0102,1,32.34,22.87,9.47,GBP,31/07/2015, FY 2014/2015 
HIF002,Craig Dunlop,United Kingdom,WD24 5BS,51.67,-0.4,HI FI City Ltd,Current Customer,Hertfordshire,Niles,NIL-GS-4,5,718.46,85.26,292.16,GBP,31/07/2015, FY 2014/2015 
HIF002,Craig Dunlop,United Kingdom,WD24 5BS,51.67,-0.4,HI FI City Ltd,Current Customer,Hertfordshire,Niles,NIL-OS-5.3B,2,188.66,78.00,32.66,GBP,31/07/2015, FY 2014/2015 
JAC001,Craig Dunlop,United Kingdom,SK8 3EL,53.37,-2.22,Jacobs AV,Previous Customer,Lancashire,Niles,NIL-CM-7MP,2,144.38,45.60,53.18,GBP,31/07/2015, FY 2014/2015 
JAC001,Craig Dunlop,United Kingdom,SK8 3EL,53.37,-2.22,Jacobs AV,Previous Customer,Lancashire,Niles,NIL-CM-7SD,4,351.76,60.60,109.36,GBP,31/07/2015, FY 2014/2015 
JAC001,Craig Dunlop,United Kingdom,SK8 3EL,53.37,-2.22,Jacobs AV,Previous Customer,Lancashire,Niles,NIL-OS-5.5-WHITE,1,116.62,98.40,18.22,GBP,31/07/2015, FY 2014/2015 
AUD004,Craig Dunlop,United Kingdom,HG11BB,54,-1.54,Audiovogue Ltd,Previous Customer,Yorkshire,Niles,NIL-PS-6SI-TERRACOTTA,2,425.76,121.20,183.36,GBP,30/07/2015, FY 2014/2015 
DOC001,Dan Goudy,United Kingdom,BN3 7AP,50.84,-0.18,Bespoke Sound and Vision,Current Customer,Sussex,Niles,NIL-CM-7HD,2,212.88,68.40,76.08,GBP,29/07/2015, FY 2014/2015 
DOC001,Dan Goudy,United Kingdom,BN3 7AP,50.84,-0.18,Bespoke Sound and Vision,Current Customer,Sussex,Niles,NIL-CM-8HD,4,468.32,73.80,173.12,GBP,29/07/2015, FY 2014/2015 
DOC001,Dan Goudy,United Kingdom,BN3 7AP,50.84,-0.18,Bespoke Sound and Vision,Current Customer,Sussex,Wyrestorm,WYR-EX-40,1,105.00,76.07,28.93,GBP,29/07/2015, FY 2014/2015 
DOC001,Dan Goudy,United Kingdom,BN3 7AP,50.84,-0.18,Bespoke Sound and Vision,Current Customer,Sussex,Zigen,ZIG-ZHSC-2.0M,2,15.20,4.33,6.54,GBP,29/07/2015, FY 2014/2015 
CON003,Dan Goudy,United Kingdom,SW20 8DR,51.41,-0.22,Connected Business Solutions,Current Customer,Greater London,Elan,ELA-G-GHR200,1,285.01,208.33,76.68,GBP,29/07/2015, FY 2014/2015 
CON003,Dan Goudy,United Kingdom,SW20 8DR,51.41,-0.22,Connected Business Solutions,Current Customer,Greater London,Elan,ELA-G-GSC2,1,419.40,383.33,36.07,GBP,29/07/2015, FY 2014/2015 
HAR001,Danielle Campbell,United Kingdom,HA5 1QG,51.58,-0.4,Harrow Lighting & Sound,Current Customer,Greater London,Niles,NIL-CM-7SI,3,191.58,40.20,70.98,GBP,29/07/2015, FY 2014/2015 
HAR001,Danielle Campbell,United Kingdom,HA5 1QG,51.58,-0.4,Harrow Lighting & Sound,Current Customer,Greater London,Niles,NIL-MRC-6430,2,1633.32,412.00,809.32,GBP,29/07/2015, FY 2014/2015 
HAR001,Danielle Campbell,United Kingdom,HA5 1QG,51.58,-0.4,Harrow Lighting & Sound,Current Customer,Greater London,Niles,NIL-SI-2100,3,856.62,195.00,271.62,GBP,29/07/2015, FY 2014/2015 
HAR001,Danielle Campbell,United Kingdom,HA5 1QG,51.58,-0.4,Harrow Lighting & Sound,Current Customer,Greater London,Niles,NIL-SW-6.5,1,266.56,168.60,97.96,GBP,29/07/2015, FY 2014/2015 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Niles,NIL-CM-7BG,6,288.78,24.53,141.60,GBP,29/07/2015, FY 2014/2015 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Niles,NIL-CM-7SI,1,63.86,40.20,23.66,GBP,29/07/2015, FY 2014/2015 
M&E001,Craig Dunlop,United Kingdom,BT51 4RR,55.16,-6.8,M & E Services,Dead,Northern Ireland,Niles,NIL-CM-7MP,2,144.38,45.60,53.18,GBP,29/07/2015, FY 2014/2015 
M&E001,Craig Dunlop,United Kingdom,BT51 4RR,55.16,-6.8,M & E Services,Dead,Northern Ireland,Niles,NIL-OS-5.3SI-WHITE,1,124.95,79.80,45.15,GBP,29/07/2015, FY 2014/2015 
PER001,Danielle Campbell,United Kingdom,NW6 5LS,51.53,-0.2,Perfect AV,Current Customer,Greater London,Elan,ELA-G-HC4,1,547.94,276.27,271.67,GBP,29/07/2015, FY 2014/2015 
GMS001,Craig Dunlop,United Kingdom,BT66 6NY,54.47,-6.38,GMS Intelligent Systems,Current Customer,Northern Ireland,,CON-CMC5,1,270.00,186.00,84.00,GBP,28/07/2015, FY 2014/2015 
GMS001,Craig Dunlop,United Kingdom,BT66 6NY,54.47,-6.38,GMS Intelligent Systems,Current Customer,Northern Ireland,Elan,ELA-G-LV-D2-2MIV-3.6F,4,453.02,33.33,319.70,GBP,28/07/2015, FY 2014/2015 
INN001,Charlotte Herteleer,United Kingdom,RG12 9PT,51.4,-0.74,Innovation Audio Visual,Dead,Buckinghamshire,Niles,NIL-CM-7BG,22,1058.86,24.53,519.20,GBP,28/07/2015, FY 2014/2015 
RIV001,Dan Goudy,United Kingdom,TW1 2EB,51.46,-0.31,Riverside HiFi,Current Customer,Greater London,Niles,NIL-RS5PRO-SANDSTONE,2,198.50,64.80,68.90,GBP,28/07/2015, FY 2014/2015 
RIV001,Dan Goudy,United Kingdom,TW1 2EB,51.46,-0.31,Riverside HiFi,Current Customer,Greater London,Niles,NIL-RS8SIPRO-SANDSTONE,2,171.56,126.60,-81.64,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Elan,ELA-G-GSC2,1,699.00,383.33,315.67,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Elan,ELA-G-GTP7-W,2,1137.86,270.83,596.20,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Elan,ELA-G-GVSL,1,306.79,204.00,102.79,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Marantz,MAR-SR5009,1,403.87,343.29,60.58,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-C5-VA2,2,31.92,30.00,-28.08,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-CM-7BG,8,385.04,24.53,188.80,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-DS7-FX,1,199.92,126.60,73.32,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-DS7-MP,3,265.17,56.40,95.97,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-MRC-6430,1,816.66,412.00,404.66,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Niles,NIL-NHR200,2,700.00,208.33,283.34,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Wyrestorm,WYR-EXP-CON-DAC,1,49.99,36.37,13.62,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Xantech,XAN-283D10P,1,74.97,34.94,40.03,GBP,28/07/2015, FY 2014/2015 
TGE001,Craig Dunlop,United Kingdom,BT403RD,54.79,-5.72,T & G Electricial,Don't contact,Northern Ireland,Zigen,ZIG-HVX-70,1,159.00,100.00,59.00,GBP,28/07/2015, FY 2014/2015 
NOV001,Craig Dunlop,United Kingdom,WF11 8JB,53.71,-1.25,Novatech (Yorkshire) Limited,Current Customer,Yorkshire,Niles,NIL-DS7-PR,4,533.12,84.60,194.72,GBP,27/07/2015, FY 2014/2015 
SAS002,Danielle Campbell,United Kingdom,GU21 3JN,51.32,-0.6,Special Audio Solutions,Current Customer,Surrey,Elan,ELA-G-GSC10,1,1199.00,716.66,482.34,GBP,27/07/2015, FY 2014/2015 
SAS002,Danielle Campbell,United Kingdom,GU21 3JN,51.32,-0.6,Special Audio Solutions,Current Customer,Surrey,Elan,ELA-G-GTP7-W,1,568.93,270.83,298.10,GBP,27/07/2015, FY 2014/2015 
SAS002,Danielle Campbell,United Kingdom,GU21 3JN,51.32,-0.6,Special Audio Solutions,Current Customer,Surrey,Niles,NIL-NHR200,1,350.00,208.33,141.67,GBP,27/07/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Elan,ELA-G-GSC2,1,699.00,383.33,315.67,GBP,27/07/2015, FY 2014/2015 
UGO001,Craig Dunlop,United Kingdom,SO53 2GJ,50.99,-1.37,UGOT,Dead,Hampshire,Niles,NIL-MF1VF-BULK,1,120.32,73.20,47.12,GBP,27/07/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Elan,ELA-G-GTP7-B,1,341.36,270.83,70.53,GBP,27/07/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Elan,ELA-G-VIDSENSOR,1,23.13,12.96,10.17,GBP,27/07/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Niles,NIL-NHR200,1,350.00,208.33,141.67,GBP,27/07/2015, FY 2014/2015 
AME-01,Craig Dunlop,United Kingdom,BT46 5GJ,54.85,-6.66,AME Electrical,Current Customer,Northern Ireland,CYP,CYP-HDMI-101,3,21.24,3.16,11.76,GBP,24/07/2015, FY 2014/2015 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Hager,HAG-KNX-RS232,1,200.00,144.00,56.00,GBP,24/07/2015, FY 2014/2015 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,CYP,CYP-HDMI-110,2,64.00,32.92,-1.84,GBP,24/07/2015, FY 2014/2015 
SWD001,Craig Dunlop,United Kingdom,BT19 1WF,54.65,-5.71,Scott Willis Design,Current Customer,Northern Ireland,Wyrestorm,WYR-MX-0808-PP,1,2135.00,1551.26,583.74,GBP,24/07/2015, FY 2014/2015 
SWD001,Craig Dunlop,United Kingdom,BT19 1WF,54.65,-5.71,Scott Willis Design,Current Customer,Northern Ireland,Wyrestorm,WYR-RX-70-PP,8,1000.00,88.87,289.04,GBP,24/07/2015, FY 2014/2015 
TEC001,Charlotte Herteleer,Ireland,,,,Tecnolec,Don't contact,Ireland,Niles,NIL-MF1VF-BULK,1,120.32,73.20,47.12,EUR,24/07/2015, FY 2014/2015 
TEC001,Charlotte Herteleer,Ireland,,,,Tecnolec,Don't contact,Ireland,Wyrestorm,WYR-CAB-IR-LINK,2,11.99,3.73,4.53,EUR,24/07/2015, FY 2014/2015 
TEC001,Charlotte Herteleer,Ireland,,,,Tecnolec,Don't contact,Ireland,Wyrestorm,WYR-EXP-HDMI-0.5M,6,24.95,2.81,8.09,EUR,24/07/2015, FY 2014/2015 
TEC001,Charlotte Herteleer,Ireland,,,,Tecnolec,Don't contact,Ireland,Wyrestorm,WYR-EXP-HDMI-1.0M,4,18.57,3.13,6.05,EUR,24/07/2015, FY 2014/2015 
TEC001,Charlotte Herteleer,Ireland,,,,Tecnolec,Don't contact,Ireland,Zigen,ZIG-ZHSC-2.0M,4,30.40,4.33,13.08,EUR,24/07/2015, FY 2014/2015 
AME-01,Craig Dunlop,United Kingdom,BT46 5GJ,54.85,-6.66,AME Electrical,Current Customer,Northern Ireland,Hager,HAG-TXA111,1,187.14,131.00,56.14,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Elan,ELA-G-GTP7-B,1,568.93,270.83,298.10,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Elan,ELA-G-LTSENSOR,1,23.13,18.00,5.13,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Elan,ELA-G-VTSENSOR,1,23.13,18.00,5.13,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Niles,NIL-C5-A2,4,102.04,21.60,15.64,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Niles,NIL-CM-4PR,2,239.72,69.12,101.48,GBP,23/07/2015, FY 2014/2015 
AUT01,Craig Dunlop,Ireland,,,,Automated Homes (Sterling),Current Customer,Ireland,Niles,NIL-SG-4C,1,24.53,12.18,12.35,GBP,23/07/2015, FY 2014/2015 
AUT002,Craig Dunlop,Ireland,,,,Automated Homes EURO,Current Customer,Ireland,Eelectron,EEL-DIM3-300,1,211.43,148.96,62.47,EUR,23/07/2015, FY 2014/2015 
BAN001,Craig Dunlop,Ireland,,,,Bang & Olufsen  (Donnybrook) EURO,Previous Customer,Ireland,Niles,NIL-RS8SIPRO-GRANITE,2,376.98,126.60,123.78,EUR,23/07/2015, FY 2014/2015 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Elan,ELA-G-GSC2,1,699.00,383.33,315.67,GBP,23/07/2015, FY 2014/2015 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-DS7-MP,16,1414.24,56.40,511.84,GBP,23/07/2015, FY 2014/2015 
MS-ALL01,Charlotte Herteleer,United Kingdom,BT27 5TX,54.52,-5.97,Mark Allen,Don't contact,Northern Ireland,Furman,FUR-BLUEBOLT-CV1,1,172.96,89.82,83.14,GBP,23/07/2015, FY 2014/2015 
MS-ALL01,Charlotte Herteleer,United Kingdom,BT27 5TX,54.52,-5.97,Mark Allen,Don't contact,Northern Ireland,Furman,FUR-F1500-UPS-E,1,1196.96,623.33,573.63,GBP,23/07/2015, FY 2014/2015 
TEK001,Charlotte Herteleer,United Kingdom,NW2 7LW,51.57,-0.24,Tektica,Dead,Greater London,Niles,NIL-CC65,24,960.00,31.20,211.20,GBP,23/07/2015, FY 2014/2015 
AGC001,Craig Dunlop,United Kingdom,BT79 7PR,54.61,-7.27,AG COMPUTERS,Current Customer,Northern Ireland,Wyrestorm,WYR-SP-0102,1,32.34,22.87,9.47,GBP,22/07/2015, FY 2014/2015 
MS-ALL01,Charlotte Herteleer,United Kingdom,BT27 5TX,54.52,-5.97,Mark Allen,Don't contact,Northern Ireland,Sony,SONY-KDL50W805C,1,735.88,625.50,110.38,GBP,22/07/2015, FY 2014/2015 
MS-ALL01,Charlotte Herteleer,United Kingdom,BT27 5TX,54.52,-5.97,Mark Allen,Don't contact,Northern Ireland,Zigen,ZIG-HVX-70,1,219.22,100.00,119.22,GBP,22/07/2015, FY 2014/2015 
NOV001,Craig Dunlop,United Kingdom,WF11 8JB,53.71,-1.25,Novatech (Yorkshire) Limited,Current Customer,Yorkshire,,ALD-CRI-40-1,1,6.80,3.91,2.89,GBP,22/07/2015, FY 2014/2015 
NOV001,Craig Dunlop,United Kingdom,WF11 8JB,53.71,-1.25,Novatech (Yorkshire) Limited,Current Customer,Yorkshire,Niles,NIL-OS-5.3B,4,503.08,78.00,191.08,GBP,22/07/2015, FY 2014/2015 
NOV001,Craig Dunlop,United Kingdom,WF11 8JB,53.71,-1.25,Novatech (Yorkshire) Limited,Current Customer,Yorkshire,Niles,NIL-VCS100K,1,37.02,25.20,11.82,GBP,22/07/2015, FY 2014/2015 
PMM001,Craig Dunlop,United Kingdom,BT35 6ND,54.25,-6.41,PMM Security & Automation,Current Customer,Northern Ireland,,DRA-AP810,4,396.00,74.00,100.00,GBP,22/07/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Furman,FUR-BLUEBOLT-CV1,2,259.44,89.82,79.80,GBP,22/07/2015, FY 2014/2015 
YOU001,Charlotte Herteleer,United Kingdom,NE47 9EE,54.9,-2.26,Your Smart Home,Don't contact,Northumberland,Furman,FUR-F1500-UPS-E,2,1795.44,623.33,548.77,GBP,22/07/2015, FY 2014/2015 
PER01,Charlotte Herteleer,United Kingdom,ST1 3NR,53.02,-2.16,Goodwin International Ltd,Don't contact,Straffordshire,Hager,HAG-B-7516-25-93,7,665.92,67.15,195.87,GBP,20/07/2015, FY 2014/2015 
