SageRef,Rep,Country,Postcode,Latitude,Longitude,Customer,Label,County,Brand,ProductCode,Quantity,Turnover,CostPriceAverage,Profit,Currency,Date,FinancialYear
AVC01,Craig Dunlop,United Kingdom,BT63 5BT,54.42,-6.42,AV Ctrl,Current Customer,Northern Ireland,Sonos,SON-PLAY1W,3,343.08,101.20,39.48,GBP,28/06/2019, FY 2018/2019 
CLI001,Danielle Campbell,United Kingdom,W10 5AD,51.52,-0.21,Clic2Control Ltd,Current Customer,Greater London,Klipsch,KLI-PRO-1000SW,1,555.19,352.50,202.69,GBP,28/06/2019, FY 2018/2019 
CLI001,Danielle Campbell,United Kingdom,W10 5AD,51.52,-0.21,Clic2Control Ltd,Current Customer,Greater London,Klipsch,KLI-THX-5002-L,3,1701.00,360.00,621.00,GBP,28/06/2019, FY 2018/2019 
CLI001,Danielle Campbell,United Kingdom,W10 5AD,51.52,-0.21,Clic2Control Ltd,Current Customer,Greater London,Klipsch,KLI-THX-5002-S,4,2268.00,360.00,828.00,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RTC-BRIDGE,1,305.20,218.00,87.20,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RCM-030,2,177.80,63.50,50.80,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RCM-060,2,177.80,63.50,50.80,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLF-07030-SS,2,112.00,40.00,32.00,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLF-07060-SS,2,112.00,40.00,32.00,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RCM-070,4,355.60,63.50,101.60,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RMS-800,4,254.80,47.50,64.80,GBP,28/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RMT-500,12,1050.00,62.50,300.00,GBP,28/06/2019, FY 2018/2019 
JST001,Craig Dunlop,United Kingdom,DY1 2GX,52.52,-2.1,JST Security Solutions,Prospect,Staffordshire,Rako,RAK-RAK8-MB,1,257.60,184.00,73.60,GBP,28/06/2019, FY 2018/2019 
JST001,Craig Dunlop,United Kingdom,DY1 2GX,52.52,-2.1,JST Security Solutions,Prospect,Staffordshire,Rako,RAK-WCM-070,1,151.20,90.00,61.20,GBP,28/06/2019, FY 2018/2019 
JST001,Craig Dunlop,United Kingdom,DY1 2GX,52.52,-2.1,JST Security Solutions,Prospect,Staffordshire,Rako,RAK-WMS-600,3,168.00,40.00,48.00,GBP,28/06/2019, FY 2018/2019 
JST001,Craig Dunlop,United Kingdom,DY1 2GX,52.52,-2.1,JST Security Solutions,Prospect,Staffordshire,Rako,RAK-WMT-400,8,526.40,47.00,150.40,GBP,28/06/2019, FY 2018/2019 
LIS001,Danielle Campbell,United Kingdom,TW8 0GP,51.49,-0.3,Link It Solutions Limited,Current Customer,Greater London,Xantech,XAN-EX40-KIT,1,90.45,65.33,25.12,GBP,28/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-IP-ODF2-WH,8,1692.32,163.69,382.80,GBP,28/06/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Elan,ELA-G-GSC10,1,1199.99,716.66,483.33,GBP,28/06/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Elan,ELA-G-EL-4KPM-VIP-RX,3,923.73,231.63,228.84,GBP,28/06/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Elan,ELA-G-EL-4KPM-VIP-TX,3,852.69,234.60,148.89,GBP,28/06/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Elan,ELA-ITP-12-WH,5,4375.80,645.00,1150.80,GBP,28/06/2019, FY 2018/2019 
RES003,Danielle Campbell,United Kingdom,TW4 7RX,51.47,-0.4,Res-Tech Ltd,Current Customer,Greater London,Klipsch,KLI-KL-525-THX,1,362.03,275.83,86.20,GBP,28/06/2019, FY 2018/2019 
SMC001,Dan Goudy,United Kingdom,SW4 0NF,51.47,-0.15,SMC - S M Contracts Limited,Current Customer,Greater London,Xantech,XAN-283D10P,2,176.84,34.94,106.96,GBP,28/06/2019, FY 2018/2019 
SMC001,Dan Goudy,United Kingdom,SW4 0NF,51.47,-0.15,SMC - S M Contracts Limited,Current Customer,Greater London,Xantech,XAN-DL-IRK,2,291.62,58.33,174.95,GBP,28/06/2019, FY 2018/2019 
TFI001,Craig Dunlop,Ireland,,,,T-Fit AV Solutions Limited t/a TechFit,Current Customer,Ireland,Niles,NIL-SI-250-EXPORT,1,157.29,147.00,10.29,EUR,28/06/2019, FY 2018/2019 
TNL001,Dan Goudy,United Kingdom,HP5 2PX,51.72,-0.62,TNL Systems Ltd t/a The Next Level,Current Customer,Buckinghamshire,Xantech,XAN-282D10P,2,176.84,34.94,106.96,GBP,28/06/2019, FY 2018/2019 
AUD004,Craig Dunlop,United Kingdom,HG11BB,54,-1.54,Audiovogue Ltd,Previous Customer,Yorkshire,Sunfire,SUN-XTEQ12,2,1016.50,570.00,-123.50,GBP,27/06/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Sunfire,SUN-SDS-8,1,289.00,135.00,154.00,GBP,27/06/2019, FY 2018/2019 
BEN001,Craig Dunlop,United Kingdom,S36 9AB,53.53,-1.67,Ben Addison Ltd,Current Customer,Yorkshire,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,27/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-GSC10,1,1199.98,716.66,483.32,EUR,27/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-GHR30,3,1425.00,291.00,552.00,EUR,27/06/2019, FY 2018/2019 
CLI001,Danielle Campbell,United Kingdom,W10 5AD,51.52,-0.21,Clic2Control Ltd,Current Customer,Greater London,Krix,KRI-HAS-W,3,596.85,95.15,311.40,GBP,27/06/2019, FY 2018/2019 
CLI001,Danielle Campbell,United Kingdom,W10 5AD,51.52,-0.21,Clic2Control Ltd,Current Customer,Greater London,Krix,KRI-AAS-W,4,1029.00,123.03,536.88,GBP,27/06/2019, FY 2018/2019 
DJC001,Kris Stevenson,United Kingdom,HP20 1NR,51.82,-0.79,DJC Electrical Contractors Ltd,Current Customer,Buckinghamshire,Xantech,XAN-ARC-KIT,1,64.73,51.94,12.79,GBP,27/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sanus,SAN-T-WSSBM1,2,45.82,17.18,11.46,GBP,27/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-282D10P,5,353.68,34.94,178.97,GBP,27/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-78944,40,1032.00,18.08,308.67,GBP,27/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-DL85,40,2929.28,34.99,1529.61,GBP,27/06/2019, FY 2018/2019 
GMS001,Craig Dunlop,United Kingdom,BT66 6NY,54.47,-6.38,GMS Intelligent Systems,Current Customer,Northern Ireland,Niles,NIL-OS-5.3B,1,139.10,78.00,61.10,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Elan,ELA-G-GHR10,1,249.99,156.00,93.99,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Elan,ELA-ITP-8-WH,1,471.24,312.50,158.74,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Furman,FUR-M-10LX-E,1,108.19,60.67,47.52,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Sunfire,SUN-HRS8,1,476.15,267.00,209.15,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-CS-16-C-II,2,88.00,21.45,45.10,GBP,27/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-RP-240D,2,326.66,93.33,139.99,GBP,27/06/2019, FY 2018/2019 
MOD002,Danielle Campbell,United Kingdom,RH15 9NF,50.95,-0.14,Modular Connecting Solutions,Current Customer,Sussex,Klipsch,KLI-DS-160-C,20,1750.00,50.00,750.00,GBP,27/06/2019, FY 2018/2019 
RIV001,Dan Goudy,United Kingdom,TW1 2EB,51.46,-0.31,Riverside HiFi,Current Customer,Greater London,Klipsch,KLI-PRO-14-RC,4,495.84,70.83,212.51,GBP,27/06/2019, FY 2018/2019 
SEE002,Charlotte Herteleer,United Kingdom,BT2 8DN,54.59,-5.9,SeeMe Hired,Current Customer,Northern Ireland,Sanus,SAN-T-VMT5,1,29.79,22.34,7.45,GBP,27/06/2019, FY 2018/2019 
SEE002,Charlotte Herteleer,United Kingdom,BT2 8DN,54.59,-5.9,SeeMe Hired,Current Customer,Northern Ireland,Titan,TIT-TNDS-9000P,1,119.47,100.74,18.73,GBP,27/06/2019, FY 2018/2019 
SEE002,Charlotte Herteleer,United Kingdom,BT2 8DN,54.59,-5.9,SeeMe Hired,Current Customer,Northern Ireland,Sanus,SAN-T-VML5,3,68.73,17.18,17.19,GBP,27/06/2019, FY 2018/2019 
SEE002,Charlotte Herteleer,United Kingdom,BT2 8DN,54.59,-5.9,SeeMe Hired,Current Customer,Northern Ireland,Xantech,XAN-HDMI-1,6,66.90,9.62,9.18,GBP,27/06/2019, FY 2018/2019 
SEE002,Charlotte Herteleer,United Kingdom,BT2 8DN,54.59,-5.9,SeeMe Hired,Current Customer,Northern Ireland,Zigen,ZIG-HVX-100R,6,926.04,80.00,446.04,GBP,27/06/2019, FY 2018/2019 
MRI001,Danielle Campbell,United Kingdom,HA3 8LG,51.59,-0.32,Smart Life AV Ltd,Current Customer,Greater London,Niles,NIL-RS5PRO-SHALE-BROWN,2,173.34,64.80,43.74,GBP,27/06/2019, FY 2018/2019 
TEC000,Danielle Campbell,United Kingdom,PO13 0FJ,50.82,-1.16,Tech 4 Homes,Current Customer,Hampshire,Xantech,XAN-DL-IRK,9,918.60,58.33,393.60,GBP,27/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RAMPI,1,91.00,65.00,26.00,GBP,27/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMS-800,5,318.50,47.50,81.00,GBP,27/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMT-500,5,437.50,62.50,125.00,GBP,27/06/2019, FY 2018/2019 
DMC001,Craig Dunlop,United Kingdom,BT23 6BF,54.55,-5.84,DMC Secure Ltd,Current Customer,Northern Ireland,Klipsch,KLI-CS-16-C-II,4,176.00,21.45,90.20,GBP,26/06/2019, FY 2018/2019 
DMC001,Craig Dunlop,United Kingdom,BT23 6BF,54.55,-5.84,DMC Secure Ltd,Current Customer,Northern Ireland,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,26/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-BEAM-BLACK,2,590.00,270.99,48.02,GBP,26/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-PLAY1B,2,228.72,101.20,26.32,GBP,26/06/2019, FY 2018/2019 
GMS002,Danielle Campbell,United Kingdom,CM18 6AQ,51.76,0.1,GM Smart Systems LTD,Hot Prospect,Greater London,Demo gear,DEMO-EL-HR10,1,157.50,120.00,37.50,GBP,26/06/2019, FY 2018/2019 
GMS002,Danielle Campbell,United Kingdom,CM18 6AQ,51.76,0.1,GM Smart Systems LTD,Hot Prospect,Greater London,Demo gear,DEMO-G1,1,240.63,183.33,57.30,GBP,26/06/2019, FY 2018/2019 
GMS002,Danielle Campbell,United Kingdom,CM18 6AQ,51.76,0.1,GM Smart Systems LTD,Hot Prospect,Greater London,Elan,ELA-TRAINING,1,100.00, £-   ,100.00,GBP,26/06/2019, FY 2018/2019 
GMS002,Danielle Campbell,United Kingdom,CM18 6AQ,51.76,0.1,GM Smart Systems LTD,Hot Prospect,Greater London,Elan,ELA-TRAINING,1,300.00, £-   ,300.00,GBP,26/06/2019, FY 2018/2019 
ICU001,Craig Dunlop,United Kingdom,SS9 5XX,51.57,0.65,iCubed Home Cinema,Current Customer,Essex,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,26/06/2019, FY 2018/2019 
ICU001,Craig Dunlop,United Kingdom,SS9 5XX,51.57,0.65,iCubed Home Cinema,Current Customer,Essex,Elan,ELA-G-S1616A240,1,1367.70,958.33,409.37,GBP,26/06/2019, FY 2018/2019 
ICU001,Craig Dunlop,United Kingdom,SS9 5XX,51.57,0.65,iCubed Home Cinema,Current Customer,Essex,Elan,ELA-ITP-8-WH,1,471.24,312.50,158.74,GBP,26/06/2019, FY 2018/2019 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Elan,ELA-G-GHR10,1,249.99,156.00,93.99,GBP,26/06/2019, FY 2018/2019 
IHO002,Craig Dunlop,United Kingdom,WA14 2DY,53.38,-2.35,iHomes Cheshire,Current Customer,Cheshire,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,26/06/2019, FY 2018/2019 
INH001,Craig Dunlop,United Kingdom,WA15 6DW,53.4,-2.32,InHome Media Solutions Ltd,Current Customer,Cheshire,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,26/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-CS-16-C-II,2,88.00,21.45,45.10,GBP,26/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-PRO-16-RC,2,280.00,65.58,148.85,GBP,26/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-PRO-180-RPC,1,220.21,103.14,117.07,GBP,26/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Klipsch,KLI-PRO-18-RC,2,326.66,93.33,139.99,GBP,26/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Sunfire,SUN-HRS8,1,476.15,267.00,209.15,GBP,26/06/2019, FY 2018/2019 
AVS001,Craig Dunlop,United Kingdom,SP6 1QX,50.94,-1.8,AV Synergy Ltd,Current Customer,Hampshire,Xantech,XAN-282D10P,5,442.10,34.94,267.39,GBP,25/06/2019, FY 2018/2019 
BLA001,Craig Dunlop,United Kingdom,BT8 8GA,54.51,-5.89,Blackquarter AV,Current Customer,Northern Ireland,Elan,ELA-G-GTP7-B,1,399.00,270.83,128.17,GBP,25/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Niles,NIL-CM-7BG,4,176.00,24.53,77.87,EUR,25/06/2019, FY 2018/2019 
CLA001,Dan Goudy,United Kingdom,CM12 0DP,51.63,0.41,Clarke Infinity Ltd,Current Customer,Essex,Niles,NIL-PS-6SI-WEATHERED-CONCRETE,1,162.10,121.20,40.90,GBP,25/06/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,25/06/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Sonos,SON-AMP,2,879.90,389.35,101.20,GBP,25/06/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Sonos,SON-PLAY1W,1,114.36,101.20,13.16,GBP,25/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-G-4K-RX-70-E-ARC-IRS,1,177.01,122.58,54.43,GBP,25/06/2019, FY 2018/2019 
NVI001,Danielle Campbell,United Kingdom,SW1E 6DX,51.5,-0.14,NV Integration Ltd,Current Customer,Greater London,Xantech,XAN-283D10P,2,176.84,34.94,106.96,GBP,25/06/2019, FY 2018/2019 
QUA001,Danielle Campbell,United Kingdom,GU16 6DL,51.29,-0.73,Quadtronics Ltd,Current Customer,Surrey,Xantech,XAN-DL85KE,3,355.77,66.50,156.27,GBP,25/06/2019, FY 2018/2019 
QUA002,Craig Dunlop,United Kingdom,LL29 8LA,53.3,-3.73,Quantum Electronics UK Ltd,Current Customer,Wales,Niles,NIL-PS-6SI-WEATHERED-CONCRETE,1,216.14,121.20,94.94,GBP,25/06/2019, FY 2018/2019 
RIV001,Dan Goudy,United Kingdom,TW1 2EB,51.46,-0.31,Riverside HiFi,Current Customer,Greater London,Niles,NIL-DS7-MP,3,301.74,56.40,132.54,GBP,25/06/2019, FY 2018/2019 
SUP001,Craig Dunlop,United Kingdom,HA3 6JA,51.61,-0.35,Super Tech Security Ltd,Current Customer,Greater London,Klipsch,KLI-KDA-1000,1,972.71,555.83,416.88,GBP,25/06/2019, FY 2018/2019 
SUP001,Craig Dunlop,United Kingdom,HA3 6JA,51.61,-0.35,Super Tech Security Ltd,Current Customer,Greater London,Klipsch,KLI-PRO-1200SW,1,901.25,515.00,386.25,GBP,25/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Xantech,XAN-286D10P,2,218.46,40.78,136.90,GBP,25/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Xantech,XAN-HDMI-2,11,161.81,13.99,7.92,GBP,25/06/2019, FY 2018/2019 
ULT002,Craig Dunlop,United Kingdom,CV34 5NT,52.29,-1.57,Ultimation,Current Customer,Warwickshire,Niles,NIL-CM-7BG,2,88.00,24.53,38.93,GBP,25/06/2019, FY 2018/2019 
AVN001,Danielle Campbell,United Kingdom,N17 0AP,51.6,-0.07,AVN Solutions UK Ltd,Current Customer,Greater London,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,24/06/2019, FY 2018/2019 
AVN001,Danielle Campbell,United Kingdom,N17 0AP,51.6,-0.07,AVN Solutions UK Ltd,Current Customer,Greater London,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,24/06/2019, FY 2018/2019 
AVN001,Danielle Campbell,United Kingdom,N17 0AP,51.6,-0.07,AVN Solutions UK Ltd,Current Customer,Greater London,Sonos,SON-FLXAS-WX4WM1021,2,237.28,104.99,27.30,GBP,24/06/2019, FY 2018/2019 
DAK001,Craig Dunlop,United Kingdom,AB52 6NB,57.37,-2.64,Daka Tec LTD,Current Customer,Scotland,Rako,RAK-RA-BRIDGE,1,138.60,99.00,39.60,GBP,24/06/2019, FY 2018/2019 
DAK001,Craig Dunlop,United Kingdom,AB52 6NB,57.37,-2.64,Daka Tec LTD,Current Customer,Scotland,Rako,RAK-RMT-500,15,1312.50,62.50,375.00,GBP,24/06/2019, FY 2018/2019 
DAK001,Craig Dunlop,United Kingdom,AB52 6NB,57.37,-2.64,Daka Tec LTD,Current Customer,Scotland,Rako,RAK-RNC-070,10,980.00,70.00,280.00,GBP,24/06/2019, FY 2018/2019 
DAK001,Craig Dunlop,United Kingdom,AB52 6NB,57.37,-2.64,Daka Tec LTD,Current Customer,Scotland,Rako,RAK-RVF-070-WM,5,80.50,11.50,23.00,GBP,24/06/2019, FY 2018/2019 
DAK001,Craig Dunlop,United Kingdom,AB52 6NB,57.37,-2.64,Daka Tec LTD,Current Customer,Scotland,Rako,RAK-RVF-070-WM,10,161.00,11.50,46.00,GBP,24/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sanus,SAN-T-WSSBM1,1,22.91,17.18,5.73,GBP,24/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-BEAM-BLACK,1,295.00,270.99,24.01,GBP,24/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-CONNECT,1,256.33,226.85,29.48,GBP,24/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-SUB-S-B,1,500.00,454.35,45.65,GBP,24/06/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,IC Realtime,IC-SIROCCO-5S-464-24T,1,1497.63,1198.10,299.53,GBP,24/06/2019, FY 2018/2019 
EXP001,Danielle Campbell,United Kingdom,KT1 1DN,51.41,-0.3,Experience AV Limited,Current Customer,Greater London,Klipsch,KLI-CS-16-C-II,1,39.60,21.45,18.15,GBP,24/06/2019, FY 2018/2019 
EXP001,Danielle Campbell,United Kingdom,KT1 1DN,51.41,-0.3,Experience AV Limited,Current Customer,Greater London,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,24/06/2019, FY 2018/2019 
EXP001,Danielle Campbell,United Kingdom,KT1 1DN,51.41,-0.3,Experience AV Limited,Current Customer,Greater London,Sonos,SON-CONNECT,1,256.33,226.85,29.48,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Elan,ELA-G-EL-4KM-V44-KIT,1,1348.67,1083.33,265.34,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Elan,ELA-G-S1616A240,1,1367.70,958.33,409.37,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Elan,ELA-SP-800-ICDVC-8,1,110.25,63.00,47.25,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Klipsch,KLI-AW-650-B,1,281.46,160.83,120.63,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Klipsch,KLI-CS-16-C-II,6,264.00,21.45,135.30,GBP,24/06/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Klipsch,KLI-CS-18-C,6,385.02,36.67,165.02,GBP,24/06/2019, FY 2018/2019 
SMA013,Kris Stevenson,United Kingdom,PL27 7RP,50.52,-4.85,Smart House AV,Previous Customer,Cornwall,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,24/06/2019, FY 2018/2019 
SMA013,Kris Stevenson,United Kingdom,PL27 7RP,50.52,-4.85,Smart House AV,Previous Customer,Cornwall,Sonos,SON-BARBRACKET,1,29.61,26.65,2.96,GBP,24/06/2019, FY 2018/2019 
SMA013,Kris Stevenson,United Kingdom,PL27 7RP,50.52,-4.85,Smart House AV,Previous Customer,Cornwall,Sonos,SON-PLAYBAR,1,513.39,454.35,59.04,GBP,24/06/2019, FY 2018/2019 
SMA013,Kris Stevenson,United Kingdom,PL27 7RP,50.52,-4.85,Smart House AV,Previous Customer,Cornwall,Sonos,SON-SUB-G-W,1,513.39,454.35,59.04,GBP,24/06/2019, FY 2018/2019 
AGB001,Craig Dunlop,United Kingdom,WF4 3EX,53.65,-1.52,AGB Electrical Services Ltd,Current Customer,Yorkshire,Niles,NIL-CM-7BG,8,352.00,24.53,155.73,GBP,21/06/2019, FY 2018/2019 
